# plot-time, real-time,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
2.49, 2.49, 0.202702, 3.44214e-14, 3.46703e-14, -128.297, 70.9232, 70.9232, -6.18431e-12, -6.19131e-12, -1.82673e-14
2.4975, 2.4975, 0.202039, 3.44951e-14, 3.4799e-14, -128.362, 70.8465, 70.8465, -6.22252e-12, -6.23977e-12, -1.93476e-14
2.505, 2.505, 0.20138, 3.44833e-14, 3.48171e-14, -128.426, 70.7703, 70.7703, -6.26559e-12, -6.26768e-12, -1.96874e-14
2.5125, 2.5125, 0.200726, 3.44188e-14, 3.49452e-14, -128.49, 70.6945, 70.6945, -6.30464e-12, -6.30153e-12, -1.97716e-14
2.52, 2.52, 0.200076, 3.44961e-14, 3.50822e-14, -128.554, 70.6192, 70.6192, -6.34495e-12, -6.3531e-12, -1.73747e-14
2.5275, 2.5275, 0.19943, 3.46066e-14, 3.52989e-14, -128.617, 70.5444, 70.5444, -6.39683e-12, -6.39654e-12, -1.70661e-14
2.535, 2.535, 0.198789, 3.47795e-14, 3.54525e-14, -128.68, 70.47, 70.47, -6.43614e-12, -6.45766e-12, -1.62123e-14
2.5425, 2.5425, 0.198151, 3.48945e-14, 3.57111e-14, -128.742, 70.396, 70.396, -6.47744e-12, -6.48807e-12, -1.71968e-14
2.55, 2.55, 0.197518, 3.50849e-14, 3.59458e-14, -128.803, 70.3225, 70.3225, -6.51368e-12, -6.53952e-12, -1.63199e-14
2.5575, 2.5575, 0.196888, 3.53509e-14, 3.62217e-14, -128.865, 70.2494, 70.2494, -6.55614e-12, -6.55878e-12, -1.48502e-14
2.565, 2.565, 0.196263, 3.5611e-14, 3.64497e-14, -128.925, 70.1767, 70.1767, -6.5963e-12, -6.62545e-12, -1.54231e-14
2.5725, 2.5725, 0.195641, 3.58267e-14, 3.67009e-14, -128.986, 70.1044, 70.1044, -6.63291e-12, -6.64577e-12, -1.56833e-14
2.58, 2.58, 0.195023, 3.60194e-14, 3.68545e-14, -129.046, 70.0325, 70.0325, -6.67308e-12, -6.68134e-12, -1.32931e-14
2.5875, 2.5875, 0.194408, 3.62417e-14, 3.70984e-14, -129.105, 69.961, 69.961, -6.71477e-12, -6.73073e-12, -1.46166e-14
2.595, 2.595, 0.193798, 3.64598e-14, 3.73388e-14, -129.164, 69.89, 69.89, -6.75426e-12, -6.76702e-12, -1.4009e-14
2.6025, 2.6025, 0.193191, 3.66759e-14, 3.75481e-14, -129.223, 69.8193, 69.8193, -6.79498e-12, -6.81162e-12, -1.42866e-14
2.61, 2.61, 0.192587, 3.6868e-14, 3.77404e-14, -129.281, 69.749, 69.749, -6.83553e-12, -6.84916e-12, -1.51179e-14
2.6175, 2.6175, 0.191988, 3.70863e-14, 3.79154e-14, -129.339, 69.6791, 69.6791, -6.87584e-12, -6.887e-12, -1.4361e-14
2.625, 2.625, 0.191391, 3.73488e-14, 3.81672e-14, -129.396, 69.6096, 69.6096, -6.91767e-12, -6.92849e-12, -1.72394e-14
2.6325, 2.6325, 0.190799, 3.76225e-14, 3.83872e-14, -129.453, 69.5405, 69.5405, -6.95268e-12, -6.9653e-12, -1.66896e-14
2.64, 2.64, 0.19021, 3.78973e-14, 3.86154e-14, -129.509, 69.4717, 69.4717, -6.98584e-12, -7.00822e-12, -1.79333e-14
2.6475, 2.6475, 0.189624, 3.81785e-14, 3.88491e-14, -129.565, 69.4033, 69.4033, -7.0289e-12, -7.046e-12, -1.59574e-14
2.655, 2.655, 0.189041, 3.83853e-14, 3.90322e-14, -129.621, 69.3353, 69.3353, -7.07158e-12, -7.08062e-12, -1.8256e-14
2.6625, 2.6625, 0.188462, 3.87269e-14, 3.92748e-14, -129.676, 69.2677, 69.2677, -7.10508e-12, -7.11509e-12, -1.79668e-14
2.67, 2.67, 0.187887, 3.89868e-14, 3.94088e-14, -129.731, 69.2004, 69.2004, -7.14736e-12, -7.15221e-12, -1.83115e-14
2.6775, 2.6775, 0.187314, 3.92018e-14, 3.94912e-14, -129.785, 69.1335, 69.1335, -7.18582e-12, -7.19362e-12, -2.00097e-14
2.685, 2.685, 0.186745, 3.94349e-14, 3.96099e-14, -129.839, 69.0669, 69.0669, -7.22135e-12, -7.22426e-12, -1.96564e-14
2.6925, 2.6925, 0.186179, 3.96784e-14, 3.97487e-14, -129.893, 69.0008, 69.0008, -7.25788e-12, -7.27657e-12, -2.01948e-14
2.7, 2.7, 0.185617, 3.98752e-14, 3.97897e-14, -129.946, 68.9349, 68.9349, -7.29753e-12, -7.31413e-12, -1.96445e-14
2.7075, 2.7075, 0.185057, 4.00407e-14, 3.99006e-14, -129.999, 68.8695, 68.8695, -7.33979e-12, -7.35661e-12, -1.96006e-14
2.715, 2.715, 0.1845, 4.02614e-14, 3.99299e-14, -130.052, 68.8044, 68.8044, -7.36856e-12, -7.37939e-12, -2.1165e-14
2.7225, 2.7225, 0.183946, 4.04195e-14, 4.00953e-14, -130.104, 68.7397, 68.7397, -7.41566e-12, -7.43231e-12, -2.04903e-14
2.73, 2.73, 0.183396, 4.05433e-14, 4.01143e-14, -130.156, 68.6753, 68.6753, -7.44778e-12, -7.47726e-12, -2.05896e-14
2.7375, 2.7375, 0.182848, 4.06816e-14, 4.02282e-14, -130.208, 68.6113, 68.6113, -7.49058e-12, -7.50535e-12, -1.94765e-14
2.745, 2.745, 0.182302, 4.08093e-14, 4.03292e-14, -130.259, 68.5476, 68.5476, -7.52955e-12, -7.53529e-12, -1.90636e-14
2.7525, 2.7525, 0.18176, 4.09727e-14, 4.05033e-14, -130.31, 68.4843, 68.4843, -7.55972e-12, -7.58849e-12, -1.87538e-14
2.76, 2.76, 0.18122, 4.10913e-14, 4.06745e-14, -130.36, 68.4214, 68.4214, -7.59899e-12, -7.62121e-12, -1.9136e-14
2.7675, 2.7675, 0.180682, 4.12594e-14, 4.07752e-14, -130.41, 68.3588, 68.3588, -7.64059e-12, -7.63975e-12, -1.86422e-14
2.775, 2.775, 0.180147, 4.13262e-14, 4.08248e-14, -130.46, 68.2966, 68.2966, -7.67814e-12, -7.68935e-12, -1.9764e-14
2.7825, 2.7825, 0.179614, 4.144e-14, 4.09141e-14, -130.51, 68.2347, 68.2347, -7.71558e-12, -7.72167e-12, -1.88893e-14
2.79, 2.79, 0.179084, 4.15284e-14, 4.102e-14, -130.559, 68.1732, 68.1732, -7.75584e-12, -7.7545e-12, -1.86945e-14
2.7975, 2.7975, 0.178556, 4.16178e-14, 4.10401e-14, -130.608, 68.1121, 68.1121, -7.78824e-12, -7.80134e-12, -1.66551e-14
2.805, 2.805, 0.17803, 4.17586e-14, 4.11481e-14, -130.656, 68.0513, 68.0513, -7.82301e-12, -7.83485e-12, -1.58184e-14
2.8125, 2.8125, 0.177507, 4.19693e-14, 4.12309e-14, -130.704, 67.9908, 67.9908, -7.86121e-12, -7.87344e-12, -1.76471e-14
2.82, 2.82, 0.176986, 4.20556e-14, 4.13391e-14, -130.752, 67.9307, 67.9307, -7.90278e-12, -7.9137e-12, -1.68853e-14
2.8275, 2.8275, 0.176467, 4.23289e-14, 4.14519e-14, -130.8, 67.8709, 67.8709, -7.94192e-12, -7.94907e-12, -1.61693e-14
2.835, 2.835, 0.175951, 4.24495e-14, 4.15555e-14, -130.847, 67.8114, 67.8114, -7.97249e-12, -7.99314e-12, -1.74756e-14
2.8425, 2.8425, 0.175437, 4.24914e-14, 4.16395e-14, -130.894, 67.7523, 67.7523, -8.00567e-12, -8.01785e-12, -1.65129e-14
2.85, 2.85, 0.174925, 4.26078e-14, 4.17813e-14, -130.94, 67.6935, 67.6935, -8.0447e-12, -8.04867e-12, -1.73495e-14
2.8575, 2.8575, 0.174416, 4.27008e-14, 4.19398e-14, -130.986, 67.6351, 67.6351, -8.08131e-12, -8.09462e-12, -1.8497e-14
2.865, 2.865, 0.17391, 4.27698e-14, 4.20597e-14, -131.032, 67.5769, 67.5769, -8.11808e-12, -8.12815e-12, -1.6206e-14
2.8725, 2.8725, 0.173406, 4.2826e-14, 4.22416e-14, -131.078, 67.5191, 67.5191, -8.15295e-12, -8.14424e-12, -1.784e-14
2.88, 2.88, 0.172906, 4.28567e-14, 4.24458e-14, -131.123, 67.4616, 67.4616, -8.18338e-12, -8.19207e-12, -1.75527e-14
2.8875, 2.8875, 0.172408, 4.28685e-14, 4.25219e-14, -131.168, 67.4044, 67.4044, -8.22229e-12, -8.22471e-12, -1.8463e-14
2.895, 2.895, 0.171913, 4.28747e-14, 4.26704e-14, -131.213, 67.3475, 67.3475, -8.25805e-12, -8.27252e-12, -1.78595e-14
2.9025, 2.9025, 0.171421, 4.29179e-14, 4.2905e-14, -131.257, 67.2909, 67.2909, -8.29214e-12, -8.28967e-12, -1.81573e-14
2.91, 2.91, 0.170933, 4.29906e-14, 4.30133e-14, -131.302, 67.2345, 67.2345, -8.31704e-12, -8.33128e-12, -1.84891e-14
2.9175, 2.9175, 0.170448, 4.29441e-14, 4.30997e-14, -131.345, 67.1785, 67.1785, -8.34788e-12, -8.36376e-12, -1.82374e-14
2.925, 2.925, 0.169966, 4.29484e-14, 4.31834e-14, -131.389, 67.1228, 67.1228, -8.39234e-12, -8.39449e-12, -1.8281e-14
2.9325, 2.9325, 0.169489, 4.29447e-14, 4.3352e-14, -131.432, 67.0673, 67.0673, -8.42151e-12, -8.43983e-12, -1.92949e-14
2.94, 2.94, 0.169014, 4.30092e-14, 4.34705e-14, -131.475, 67.0121, 67.0121, -8.4555e-12, -8.46631e-12, -1.81282e-14
2.9475, 2.9475, 0.168544, 4.3173e-14, 4.3617e-14, -131.518, 66.9572, 66.9572, -8.49086e-12, -8.49985e-12, -1.98472e-14
2.955, 2.955, 0.168077, 4.32442e-14, 4.37627e-14, -131.56, 66.9025, 66.9025, -8.52089e-12, -8.52678e-12, -1.79783e-14
2.9625, 2.9625, 0.167614, 4.33666e-14, 4.37937e-14, -131.602, 66.8481, 66.8481, -8.56566e-12, -8.57058e-12, -2.02078e-14
2.97, 2.97, 0.167154, 4.35382e-14, 4.38582e-14, -131.644, 66.794, 66.794, -8.58809e-12, -8.5994e-12, -2.0516e-14
2.9775, 2.9775, 0.166698, 4.37291e-14, 4.39292e-14, -131.685, 66.7401, 66.7401, -8.62866e-12, -8.62002e-12, -1.972e-14
2.985, 2.985, 0.166246, 4.38547e-14, 4.39899e-14, -131.726, 66.6864, 66.6864, -8.65719e-12, -8.66522e-12, -2.07514e-14
2.9925, 2.9925, 0.165798, 4.40177e-14, 4.4003e-14, -131.767, 66.6331, 66.6331, -8.69287e-12, -8.70269e-12, -2.18044e-14
3, 3, 0.165353, 4.42074e-14, 4.41568e-14, -131.808, 66.5799, 66.5799, -8.72095e-12, -8.73132e-12, -2.36079e-14
3.0075, 3.0075, 0.164911, 4.42995e-14, 4.42496e-14, -131.848, 66.527, 66.527, -8.75605e-12, -8.76458e-12, -2.3405e-14
3.015, 3.015, 0.164472, 4.43554e-14, 4.43378e-14, -131.888, 66.4744, 66.4744, -8.78573e-12, -8.8004e-12, -2.46359e-14
3.0225, 3.0225, 0.164036, 4.44695e-14, 4.44177e-14, -131.928, 66.422, 66.422, -8.82045e-12, -8.82841e-12, -2.63076e-14
3.03, 3.03, 0.163603, 4.45948e-14, 4.45412e-14, -131.968, 66.3699, 66.3699, -8.85664e-12, -8.85193e-12, -2.66441e-14
3.0375, 3.0375, 0.163172, 4.467e-14, 4.45698e-14, -132.007, 66.318, 66.318, -8.88864e-12, -8.88667e-12, -2.70443e-14
3.045, 3.045, 0.162744, 4.47529e-14, 4.46402e-14, -132.046, 66.2663, 66.2663, -8.91958e-12, -8.92938e-12, -2.63663e-14
3.0525, 3.0525, 0.162317, 4.48388e-14, 4.47288e-14, -132.085, 66.2149, 66.2149, -8.95103e-12, -8.95531e-12, -2.70577e-14
3.06, 3.06, 0.161893, 4.49009e-14, 4.48491e-14, -132.123, 66.1637, 66.1637, -8.98409e-12, -8.99073e-12, -2.74651e-14
3.0675, 3.0675, 0.161471, 4.5072e-14, 4.50035e-14, -132.161, 66.1128, 66.1128, -9.01273e-12, -9.0296e-12, -2.80292e-14
3.075, 3.075, 0.161049, 4.51433e-14, 4.51269e-14, -132.199, 66.0622, 66.0622, -9.04288e-12, -9.06128e-12, -2.7793e-14
3.0825, 3.0825, 0.16063, 4.52721e-14, 4.53018e-14, -132.237, 66.0117, 66.0117, -9.07384e-12, -9.08195e-12, -2.64987e-14
3.09, 3.09, 0.160211, 4.53244e-14, 4.53906e-14, -132.274, 65.9616, 65.9616, -9.10655e-12, -9.11423e-12, -2.65154e-14
3.0975, 3.0975, 0.159793, 4.5441e-14, 4.5453e-14, -132.311, 65.9116, 65.9116, -9.1355e-12, -9.13342e-12, -2.50961e-14
3.105, 3.105, 0.159377, 4.55848e-14, 4.55481e-14, -132.348, 65.8619, 65.8619, -9.16688e-12, -9.18608e-12, -2.57118e-14
3.1125, 3.1125, 0.158961, 4.56721e-14, 4.56693e-14, -132.385, 65.8125, 65.8125, -9.20423e-12, -9.21455e-12, -2.43014e-14
3.12, 3.12, 0.158545, 4.57123e-14, 4.5662e-14, -132.421, 65.7633, 65.7633, -9.23017e-12, -9.24025e-12, -2.41726e-14
3.1275, 3.1275, 0.158131, 4.57494e-14, 4.57146e-14, -132.457, 65.7144, 65.7144, -9.26362e-12, -9.28062e-12, -2.38919e-14
3.135, 3.135, 0.157717, 4.58662e-14, 4.58178e-14, -132.493, 65.6657, 65.6657, -9.29392e-12, -9.30406e-12, -2.24175e-14
3.1425, 3.1425, 0.157304, 4.59762e-14, 4.59713e-14, -132.528, 65.6172, 65.6172, -9.31991e-12, -9.34719e-12, -2.19383e-14
3.15, 3.15, 0.156891, 4.60516e-14, 4.60296e-14, -132.564, 65.569, 65.569, -9.34925e-12, -9.37783e-12, -2.20269e-14
3.1575, 3.1575, 0.15648, 4.61401e-14, 4.62349e-14, -132.599, 65.521, 65.521, -9.38227e-12, -9.39633e-12, -2.22333e-14
3.165, 3.165, 0.156069, 4.61774e-14, 4.63432e-14, -132.634, 65.4733, 65.4733, -9.42104e-12, -9.43784e-12, -2.18065e-14
3.1725, 3.1725, 0.155659, 4.62173e-14, 4.65041e-14, -132.668, 65.4258, 65.4258, -9.44683e-12, -9.45818e-12, -2.14599e-14
3.18, 3.18, 0.15525, 4.63658e-14, 4.65842e-14, -132.703, 65.3785, 65.3785, -9.47546e-12, -9.48308e-12, -2.03329e-14
3.1875, 3.1875, 0.154843, 4.65107e-14, 4.67602e-14, -132.737, 65.3315, 65.3315, -9.51081e-12, -9.51845e-12, -2.23813e-14
3.195, 3.195, 0.154437, 4.66321e-14, 4.68141e-14, -132.771, 65.2847, 65.2847, -9.54238e-12, -9.55569e-12, -2.22114e-14
3.2025, 3.2025, 0.154032, 4.67116e-14, 4.69061e-14, -132.805, 65.2381, 65.2381, -9.57013e-12, -9.58181e-12, -2.18718e-14
3.21, 3.21, 0.153629, 4.69325e-14, 4.70561e-14, -132.839, 65.1918, 65.1918, -9.59447e-12, -9.61053e-12, -2.36472e-14
3.2175, 3.2175, 0.153228, 4.7044e-14, 4.71345e-14, -132.872, 65.1457, 65.1457, -9.62781e-12, -9.65607e-12, -2.38847e-14
3.225, 3.225, 0.152829, 4.71552e-14, 4.72097e-14, -132.905, 65.0998, 65.0998, -9.66019e-12, -9.68181e-12, -2.49186e-14
3.2325, 3.2325, 0.152433, 4.73218e-14, 4.73861e-14, -132.938, 65.0541, 65.0541, -9.68819e-12, -9.69656e-12, -2.45052e-14
3.24, 3.24, 0.152038, 4.74731e-14, 4.75992e-14, -132.971, 65.0087, 65.0087, -9.72171e-12, -9.73496e-12, -2.48543e-14
3.2475, 3.2475, 0.151645, 4.76367e-14, 4.77332e-14, -133.004, 64.9635, 64.9635, -9.74986e-12, -9.75684e-12, -2.41318e-14
3.255, 3.255, 0.151255, 4.78634e-14, 4.78762e-14, -133.036, 64.9185, 64.9185, -9.77625e-12, -9.78757e-12, -2.32778e-14
3.2625, 3.2625, 0.150867, 4.80237e-14, 4.79726e-14, -133.069, 64.8736, 64.8736, -9.81014e-12, -9.81712e-12, -2.42878e-14
3.27, 3.27, 0.150482, 4.82409e-14, 4.8087e-14, -133.101, 64.8291, 64.8291, -9.83281e-12, -9.85032e-12, -2.51873e-14
3.2775, 3.2775, 0.150099, 4.83482e-14, 4.82262e-14, -133.133, 64.7847, 64.7847, -9.86771e-12, -9.88731e-12, -2.42653e-14
3.285, 3.285, 0.149718, 4.84544e-14, 4.83428e-14, -133.164, 64.7405, 64.7405, -9.89316e-12, -9.89192e-12, -2.47429e-14
3.2925, 3.2925, 0.149339, 4.86354e-14, 4.84836e-14, -133.196, 64.6965, 64.6965, -9.92095e-12, -9.946e-12, -2.4379e-14
3.3, 3.3, 0.148962, 4.87286e-14, 4.85171e-14, -133.227, 64.6528, 64.6528, -9.95771e-12, -9.97833e-12, -2.46178e-14
3.3075, 3.3075, 0.148588, 4.89151e-14, 4.86098e-14, -133.258, 64.6092, 64.6092, -9.97843e-12, -9.9922e-12, -2.54048e-14
3.315, 3.315, 0.148215, 4.91186e-14, 4.86927e-14, -133.289, 64.5658, 64.5658, -1.00099e-11, -1.00149e-11, -2.38991e-14
3.3225, 3.3225, 0.147844, 4.93594e-14, 4.88053e-14, -133.32, 64.5227, 64.5227, -1.00399e-11, -1.00571e-11, -2.43473e-14
3.33, 3.33, 0.147475, 4.95078e-14, 4.8843e-14, -133.351, 64.4797, 64.4797, -1.00628e-11, -1.00891e-11, -2.39898e-14
3.3375, 3.3375, 0.147107, 4.96085e-14, 4.88748e-14, -133.381, 64.437, 64.437, -1.00961e-11, -1.01033e-11, -2.29692e-14
3.345, 3.345, 0.146741, 4.96933e-14, 4.88703e-14, -133.411, 64.3944, 64.3944, -1.01234e-11, -1.01374e-11, -2.38772e-14
3.3525, 3.3525, 0.146376, 4.97432e-14, 4.89006e-14, -133.441, 64.352, 64.352, -1.01474e-11, -1.01692e-11, -2.37695e-14
3.36, 3.36, 0.146012, 4.97708e-14, 4.88947e-14, -133.471, 64.3099, 64.3099, -1.01783e-11, -1.01862e-11, -2.28751e-14
3.3675, 3.3675, 0.14565, 4.97913e-14, 4.89043e-14, -133.5, 64.2679, 64.2679, -1.0204e-11, -1.02075e-11, -2.32328e-14
3.375, 3.375, 0.145288, 4.98272e-14, 4.89515e-14, -133.53, 64.2261, 64.2261, -1.02295e-11, -1.02303e-11, -2.20872e-14
3.3825, 3.3825, 0.144928, 4.97477e-14, 4.89711e-14, -133.559, 64.1846, 64.1846, -1.02628e-11, -1.02746e-11, -2.20169e-14
3.39, 3.39, 0.144569, 4.97565e-14, 4.90175e-14, -133.588, 64.1432, 64.1432, -1.02904e-11, -1.02896e-11, -2.0738e-14
3.3975, 3.3975, 0.14421, 4.97661e-14, 4.90674e-14, -133.617, 64.102, 64.102, -1.03172e-11, -1.03392e-11, -1.90302e-14
3.405, 3.405, 0.143853, 4.97285e-14, 4.91512e-14, -133.645, 64.061, 64.061, -1.03426e-11, -1.0364e-11, -1.91389e-14
3.4125, 3.4125, 0.143498, 4.96589e-14, 4.91421e-14, -133.673, 64.0202, 64.0202, -1.03754e-11, -1.03884e-11, -1.78515e-14
3.42, 3.42, 0.143143, 4.95906e-14, 4.91464e-14, -133.701, 63.9795, 63.9795, -1.04006e-11, -1.04096e-11, -1.83518e-14
3.4275, 3.4275, 0.14279, 4.95753e-14, 4.9241e-14, -133.729, 63.9391, 63.9391, -1.04331e-11, -1.04361e-11, -1.83333e-14
3.435, 3.435, 0.142439, 4.95451e-14, 4.92784e-14, -133.757, 63.8988, 63.8988, -1.04495e-11, -1.04623e-11, -1.77301e-14
3.4425, 3.4425, 0.14209, 4.95275e-14, 4.92528e-14, -133.785, 63.8587, 63.8587, -1.04746e-11, -1.04897e-11, -1.77766e-14
3.45, 3.45, 0.141743, 4.94501e-14, 4.91928e-14, -133.812, 63.8188, 63.8188, -1.05079e-11, -1.05154e-11, -1.78826e-14
3.4575, 3.4575, 0.141399, 4.94203e-14, 4.92088e-14, -133.839, 63.779, 63.779, -1.05329e-11, -1.05415e-11, -1.70515e-14
3.465, 3.465, 0.141056, 4.93752e-14, 4.91559e-14, -133.866, 63.7395, 63.7395, -1.05617e-11, -1.05663e-11, -1.65773e-14
3.4725, 3.4725, 0.140717, 4.93642e-14, 4.91274e-14, -133.893, 63.7001, 63.7001, -1.05887e-11, -1.05956e-11, -1.74206e-14
3.48, 3.48, 0.140381, 4.93236e-14, 4.9121e-14, -133.92, 63.6608, 63.6608, -1.06075e-11, -1.06231e-11, -1.67073e-14
3.4875, 3.4875, 0.140047, 4.92123e-14, 4.90331e-14, -133.946, 63.6217, 63.6217, -1.06373e-11, -1.06571e-11, -1.77881e-14
3.495, 3.495, 0.139717, 4.9252e-14, 4.89717e-14, -133.973, 63.5828, 63.5828, -1.06632e-11, -1.06876e-11, -1.94299e-14
3.5025, 3.5025, 0.13939, 4.92212e-14, 4.8957e-14, -133.999, 63.5441, 63.5441, -1.06912e-11, -1.07168e-11, -1.96674e-14
3.51, 3.51, 0.139067, 4.91221e-14, 4.89617e-14, -134.025, 63.5054, 63.5054, -1.07178e-11, -1.07296e-11, -2.10672e-14
3.5175, 3.5175, 0.138747, 4.91264e-14, 4.89782e-14, -134.051, 63.467, 63.467, -1.07413e-11, -1.07497e-11, -2.12176e-14
3.525, 3.525, 0.138431, 4.90549e-14, 4.89429e-14, -134.077, 63.4287, 63.4287, -1.07671e-11, -1.07861e-11, -2.25692e-14
3.5325, 3.5325, 0.138118, 4.90878e-14, 4.88811e-14, -134.103, 63.3906, 63.3906, -1.07984e-11, -1.08091e-11, -2.29861e-14
3.54, 3.54, 0.137808, 4.90426e-14, 4.88224e-14, -134.128, 63.3526, 63.3526, -1.08271e-11, -1.08428e-11, -2.30801e-14
3.5475, 3.5475, 0.137502, 4.8978e-14, 4.88656e-14, -134.154, 63.3147, 63.3147, -1.08507e-11, -1.08617e-11, -2.37027e-14
3.555, 3.555, 0.137198, 4.9001e-14, 4.88004e-14, -134.179, 63.277, 63.277, -1.08835e-11, -1.09017e-11, -2.35219e-14
3.5625, 3.5625, 0.136897, 4.89762e-14, 4.87818e-14, -134.204, 63.2395, 63.2395, -1.0905e-11, -1.09187e-11, -2.32689e-14
3.57, 3.57, 0.136599, 4.89437e-14, 4.87149e-14, -134.229, 63.2021, 63.2021, -1.09316e-11, -1.09386e-11, -2.40538e-14
3.5775, 3.5775, 0.136302, 4.89791e-14, 4.87427e-14, -134.254, 63.1649, 63.1649, -1.09543e-11, -1.09668e-11, -2.44426e-14
3.585, 3.585, 0.136007, 4.89894e-14, 4.87223e-14, -134.279, 63.1278, 63.1278, -1.09877e-11, -1.09846e-11, -2.39109e-14
3.5925, 3.5925, 0.135713, 4.90284e-14, 4.87217e-14, -134.304, 63.0909, 63.0909, -1.10101e-11, -1.10277e-11, -2.47287e-14
3.6, 3.6, 0.13542, 4.91107e-14, 4.87097e-14, -134.328, 63.0541, 63.0541, -1.10367e-11, -1.10415e-11, -2.32392e-14
3.6075, 3.6075, 0.135127, 4.91361e-14, 4.87081e-14, -134.353, 63.0175, 63.0175, -1.10644e-11, -1.10527e-11, -2.37361e-14
3.615, 3.615, 0.134835, 4.92043e-14, 4.88686e-14, -134.377, 62.9811, 62.9811, -1.10907e-11, -1.10899e-11, -2.26744e-14
3.6225, 3.6225, 0.134541, 4.92034e-14, 4.88616e-14, -134.401, 62.9448, 62.9448, -1.11126e-11, -1.11113e-11, -2.24378e-14
3.63, 3.63, 0.134247, 4.926e-14, 4.89262e-14, -134.425, 62.9087, 62.9087, -1.11376e-11, -1.11451e-11, -2.25369e-14
3.6375, 3.6375, 0.133952, 4.92855e-14, 4.90073e-14, -134.448, 62.8727, 62.8727, -1.11614e-11, -1.11552e-11, -2.21992e-14
3.645, 3.645, 0.133655, 4.92617e-14, 4.89768e-14, -134.472, 62.8369, 62.8369, -1.11884e-11, -1.11908e-11, -2.29071e-14
3.6525, 3.6525, 0.133356, 4.92747e-14, 4.90356e-14, -134.495, 62.8013, 62.8013, -1.12065e-11, -1.12208e-11, -2.29386e-14
3.66, 3.66, 0.133055, 4.93808e-14, 4.90882e-14, -134.518, 62.7658, 62.7658, -1.12363e-11, -1.12234e-11, -2.33201e-14
3.6675, 3.6675, 0.132752, 4.95037e-14, 4.9216e-14, -134.541, 62.7305, 62.7305, -1.12594e-11, -1.12609e-11, -2.29155e-14
3.675, 3.675, 0.132446, 4.95871e-14, 4.94089e-14, -134.563, 62.6954, 62.6954, -1.12812e-11, -1.12796e-11, -2.28977e-14
3.6825, 3.6825, 0.132139, 4.97089e-14, 4.94914e-14, -134.586, 62.6604, 62.6604, -1.13086e-11, -1.13014e-11, -2.35145e-14
3.69, 3.69, 0.131829, 4.97515e-14, 4.95853e-14, -134.608, 62.6256, 62.6256, -1.13336e-11, -1.13204e-11, -2.2849e-14
3.6975, 3.6975, 0.131517, 4.97781e-14, 4.97041e-14, -134.63, 62.5909, 62.5909, -1.13551e-11, -1.1351e-11, -2.20999e-14
3.705, 3.705, 0.131204, 4.9863e-14, 4.98282e-14, -134.652, 62.5564, 62.5564, -1.13801e-11, -1.13728e-11, -2.25352e-14
3.7125, 3.7125, 0.130889, 5.00054e-14, 4.99864e-14, -134.674, 62.522, 62.522, -1.14007e-11, -1.13984e-11, -2.23134e-14
3.72, 3.72, 0.130573, 5.01899e-14, 5.02716e-14, -134.696, 62.4878, 62.4878, -1.14292e-11, -1.14232e-11, -2.26613e-14
3.7275, 3.7275, 0.130256, 5.03511e-14, 5.04444e-14, -134.717, 62.4538, 62.4538, -1.14494e-11, -1.14502e-11, -2.20842e-14
3.735, 3.735, 0.12994, 5.05309e-14, 5.06765e-14, -134.738, 62.4199, 62.4199, -1.14787e-11, -1.14827e-11, -2.22587e-14
3.7425, 3.7425, 0.129624, 5.07697e-14, 5.09125e-14, -134.759, 62.3861, 62.3861, -1.14975e-11, -1.15032e-11, -2.19022e-14
